date,campaign_name,strategy_name,placement_name,creative_name,source,impressions,clicks,conversions,conversion_revenue,cpm,spend,ctr,cpc,cpa,roas
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,1820,0,0,0.0,17.0,30.94,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,56,0,0,0.0,17.0,0.95,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,96,0,0,0.0,17.0,1.63,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,427,0,0,0.0,17.0,7.26,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,4245,2,0,0.0,17.0,72.17,0.05,36.09,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,209,1,0,0.0,17.0,3.55,0.48,3.55,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,104,0,0,0.0,17.0,1.77,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,5336,2,0,0.0,17.0,90.71,0.04,45.36,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,534,3,0,0.0,17.0,9.08,0.56,3.03,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 6,surfside,2586,3,1,28.0,17.0,43.96,0.12,14.65,43.96,0.64
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,4,1,0,0.0,17.0,0.07,25.0,0.07,0.0,0.0
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,2,2,0,0.0,17.0,0.03,100.0,0.02,0.0,0.0
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/5/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,2,1,0,37.5,17.0,0.03,50.0,0.03,0.0,1250.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,1678,2,0,0.0,17.0,28.53,0.12,14.27,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,142,0,0,0.0,17.0,2.41,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,415,1,0,0.0,17.0,7.06,0.24,7.06,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,51,0,0,0.0,17.0,0.87,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,3985,3,0,0.0,17.0,67.75,0.08,22.58,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,2223,2,0,0.0,17.0,37.79,0.09,18.9,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,124,0,0,0.0,17.0,2.11,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,478,0,1,120.0,17.0,8.13,0.0,0.0,8.13,14.76
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,4836,3,0,0.0,17.0,82.21,0.06,27.4,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 7,surfside,102,0,0,0.0,17.0,1.73,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,4381,8,0,0.0,17.0,74.48,0.18,9.31,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,454,4,0,0.0,17.0,7.72,0.88,1.93,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,36,0,0,0.0,17.0,0.61,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,120,0,0,0.0,17.0,2.04,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,1838,2,0,0.0,17.0,31.25,0.11,15.63,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,140,1,0,0.0,17.0,2.38,0.71,2.38,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,2578,2,0,10.0,17.0,43.83,0.08,21.92,0.0,0.23
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,118,1,0,0.0,17.0,2.01,0.85,2.01,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,530,1,0,0.0,17.0,9.01,0.19,9.01,0.0,0.0
11/3/2025,Prospecting,Prospecting,Audience | Near-Market Cannabis Consumers,Creative 8,surfside,5173,3,0,0.0,17.0,87.94,0.06,29.31,0.0,0.0
11/7/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 1,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 1,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 1,surfside,1,0,1,35.0,17.0,0.02,0.0,0.0,0.02,1750.0
11/9/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/7/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,809,2,0,0.0,17.0,13.75,0.25,6.88,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,127,0,0,0.0,17.0,2.16,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,3323,5,0,0.0,17.0,56.49,0.15,11.3,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,199,1,0,0.0,17.0,3.38,0.5,3.38,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,224,1,0,0.0,17.0,3.81,0.45,3.81,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,677,1,0,0.0,17.0,11.51,0.15,11.51,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,122,0,0,0.0,17.0,2.07,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 2,surfside,3160,6,0,10.0,17.0,53.72,0.19,8.95,0.0,0.19
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 3,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/7/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 3,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 3,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 3,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 3,surfside,3,0,0,0.0,17.0,0.05,0.0,0.0,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 4,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 4,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/7/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,6,3,1,30.74,17.0,0.1,50.0,0.03,0.1,307.4
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,3363,11,1,85.0,17.0,57.17,0.33,5.2,57.17,1.49
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,118,2,0,0.0,17.0,2.01,1.69,1.01,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,190,1,0,0.0,17.0,3.23,0.53,3.23,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,8872,5,0,0.0,17.0,150.82,0.06,30.16,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,776,4,0,0.0,17.0,13.19,0.52,3.3,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,102,1,0,0.0,17.0,1.73,0.98,1.73,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,7082,6,2,262.5,17.0,120.39,0.08,20.07,60.2,2.18
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,208,1,0,0.0,17.0,3.54,0.48,3.54,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,680,1,0,0.0,17.0,11.56,0.15,11.56,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 5,surfside,3204,1,0,0.0,17.0,54.47,0.03,54.47,0.0,0.0
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,1,0,2,119.0,17.0,0.02,0.0,0.0,0.01,5950.0
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/7/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,1,0,1,202.5,17.0,0.02,0.0,0.0,0.02,10125.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,2,0,1,82.5,17.0,0.03,0.0,0.0,0.03,2750.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,1,0,1,138.0,17.0,0.02,0.0,0.0,0.02,6900.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,6,0,2,284.25,17.0,0.1,0.0,0.0,0.05,2842.5
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,6,0,0,0.0,17.0,0.1,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,833,0,0,0.0,17.0,14.16,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,3642,2,0,0.0,17.0,61.91,0.05,30.96,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,9220,8,0,0.0,17.0,156.74,0.09,19.59,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,179,0,0,0.0,17.0,3.04,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,107,1,0,0.0,17.0,1.82,0.93,1.82,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,3593,2,0,0.0,17.0,61.08,0.06,30.54,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,7750,3,0,0.0,17.0,131.75,0.04,43.92,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,715,0,0,0.0,17.0,12.16,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,301,0,0,0.0,17.0,5.12,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 6,surfside,90,0,0,0.0,17.0,1.53,0.0,0.0,0.0,0.0
11/9/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/9/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,3,1,0,0.0,17.0,0.05,33.33,0.05,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,1,0,0,17.5,17.0,0.02,0.0,0.0,0.0,875.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,2,0,0,17.5,17.0,0.03,0.0,0.0,0.0,583.33
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,3235,3,2,475.0,17.0,55.0,0.09,18.33,27.5,8.64
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,99,1,0,0.0,17.0,1.68,1.01,1.68,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,244,1,0,0.0,17.0,4.15,0.41,4.15,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,8951,9,1,110.0,17.0,152.17,0.1,16.91,152.17,0.72
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,786,3,0,0.0,17.0,13.36,0.38,4.45,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,114,0,0,0.0,17.0,1.94,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,7015,8,0,0.0,17.0,119.26,0.11,14.91,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,715,2,1,160.0,17.0,12.16,0.28,6.08,12.16,13.16
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,217,1,0,0.0,17.0,3.69,0.46,3.69,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 7,surfside,3166,3,0,0.0,17.0,53.82,0.09,17.94,0.0,0.0
11/9/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/9/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/8/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,2,1,1,129.25,17.0,0.03,50.0,0.03,0.03,4308.33
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,2,1,1,28.0,17.0,0.03,50.0,0.03,0.03,933.33
11/6/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/5/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,1,0,0,0.0,17.0,0.02,0.0,0.0,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,3609,7,1,90.0,17.0,61.35,0.19,8.76,61.35,1.47
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,9321,11,0,0.0,17.0,158.46,0.12,14.41,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,195,1,0,0.0,17.0,3.32,0.51,3.32,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,111,1,0,0.0,17.0,1.89,0.9,1.89,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,1,1,0,0.0,17.0,0.02,100.0,0.02,0.0,0.0
11/4/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,750,3,1,100.0,17.0,12.75,0.4,4.25,12.75,7.84
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,3622,3,1,230.0,17.0,61.57,0.08,20.52,61.57,3.74
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,717,2,0,0.0,17.0,12.19,0.28,6.1,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,198,0,0,0.0,17.0,3.37,0.0,0.0,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,116,2,0,0.0,17.0,1.97,1.72,0.99,0.0,0.0
11/3/2025,Prospecting,Prospecting,Location | Geo-Conquest Customers of Nearby Competitors,Creative 8,surfside,7734,1,1,85.0,17.0,131.48,0.01,131.48,131.48,0.65
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,107,0,0,0.0,17.0,1.82,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,359,0,0,0.0,17.0,6.1,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,1244,1,0,0.0,17.0,21.15,0.08,21.15,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,37,0,0,0.0,17.0,0.63,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,64,0,0,0.0,17.0,1.09,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,308,0,0,0.0,17.0,5.24,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,102,1,0,0.0,17.0,1.73,0.98,1.73,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 2,surfside,1416,2,0,0.0,17.0,24.07,0.14,12.04,0.0,0.0
11/6/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,2,1,0,0.0,17.0,0.03,50.0,0.03,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,344,0,0,0.0,17.0,5.85,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,3284,2,0,0.0,17.0,55.83,0.06,27.92,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,1398,0,1,80.0,17.0,23.77,0.0,0.0,23.77,3.37
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,60,0,0,0.0,17.0,1.02,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,44,0,0,0.0,17.0,0.75,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,154,0,0,0.0,17.0,2.62,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,77,0,0,0.0,17.0,1.31,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,378,0,0,0.0,17.0,6.43,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,3723,1,0,0.0,17.0,63.29,0.03,63.29,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 6,surfside,1759,3,0,0.0,17.0,29.9,0.17,9.97,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,112,0,0,0.0,17.0,1.9,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,304,2,0,0.0,17.0,5.17,0.66,2.59,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,3081,4,0,0.0,17.0,52.38,0.13,13.1,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,1167,1,0,0.0,17.0,19.84,0.09,19.84,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,36,0,0,0.0,17.0,0.61,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,64,0,0,0.0,17.0,1.09,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,3385,1,2,132.5,17.0,57.55,0.03,57.55,28.78,2.3
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,1457,1,0,0.0,17.0,24.77,0.07,24.77,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,93,0,0,0.0,17.0,1.58,0.0,0.0,0.0,0.0
11/3/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 7,surfside,338,0,0,0.0,17.0,5.75,0.0,0.0,0.0,0.0
11/6/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 8,surfside,2,0,0,42.0,17.0,0.03,0.0,0.0,0.0,1400.0
11/5/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 8,surfside,2,0,0,0.0,17.0,0.03,0.0,0.0,0.0,0.0
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 8,surfside,3164,1,0,42.5,17.0,53.79,0.03,53.79,0.0,0.79
11/4/2025,Retention,Retention,Audience | Lapsed Purchasers (Last Purchased between 45 days and 12 months),Creative 8,surfside,1314,3,0,0.0,17.0,22.34,0.23,7.45,0.0,0.0
